preprint_doi,published_doi,published_journal,preprint_platform,preprint_title,preprint_authors,preprint_category,preprint_date,published_date,preprint_abstract,preprint_author_corresponding,preprint_author_corresponding_institution
10.1101/016469,10.1534/genetics.115.183814,Genetics,bioRxiv,Efficient strategies for calculating blockwise likelihoods under the coalescent,Konrad Lohse;Martin Chmelik;Simon Henry Martin;Nick H Barton;,Genetics ,2015-03-13,2015-12-29,"The inference of demographic history from genome data is hindered by a lack of efficient computational approaches. In particular, it has proven difficult to exploit the information contained in the distribution of genealogies across the genome. We have previously shown that the generating function (GF) of genealogies can be used to analytically compute likelihoods of demographic models from configurations of mutations in short sequence blocks (Lohse et al., 2011). Although the GF has a simple, recursive form, the size of such likelihood computations explodes quickly with the number of individuals and applications of this framework have so far been limited to small samples (pairs and triplets) for which the GF can be written down by hand. Here we investigate several strategies for exploiting the inherent symmetries of the coalescent. In particular, we show that the GF of genealogies can be decomposed into a set of equivalence classes which allows likelihood calculations from non-trivial samples. Using this strategy, we used Mathematica to automate block-wise likelihood calculations based on the GF for a very general set of demographic scenarios that may involve population size changes, continuous migration, discrete divergence and admixture between multiple populations. To give a concrete example, we calculate the likelihood for a model of isolation with migration (IM), assuming two diploid samples without phase and outgroup information, and compare the power of our approach to that of minimal pairwise samples. We demonstrate the new inference scheme with an analysis of two individual butterfly genomes from the sister species Heliconius melpomene rosina and Heliconius cyndo.",Konrad  Lohse,University of Edinburgh
10.1101/019711,10.1073/pnas.1510805112,Proceedings of the National Academy of Sciences,bioRxiv,Distance from Sub-Saharan Africa Predicts Mutational Load in Diverse Human Genomes,Brenna M. Henn;Laura R Botigue;Stephan Peischl;Isabelle Dupanloup;Mikhail Lipatov;Brian K Maples;Alicia R Martin;Shaila Musharoff;Howard Cann;Michael Snyder;Laurent Excoffier;Jeffrey Kidd;Carlos D Bustamante;,Genomics ,2015-05-22,2015-12-28,"The Out-of-Africa (OOA) dispersal ~50,000 years ago is characterized by a series of founder events as modern humans expanded into multiple continents. Population genetics theory predicts an increase of mutational load in populations undergoing serial founder effects during range expansions. To test this hypothesis, we have sequenced full genomes and high-coverage exomes from 7 geographically divergent human populations from Namibia, Congo, Algeria, Pakistan, Cambodia, Siberia and Mexico. We find that individual genomes vary modestly in the overall number of predicted deleterious alleles. We show via spatially explicit simulations that the observed distribution of deleterious allele frequencies is consistent with the OOA dispersal, particularly under a model where deleterious mutations are recessive. We conclude that there is a strong signal of purifying selection at conserved genomic positions within Africa, but that many predicted deleterious mutations have evolved as if they were neutral during the expansion out of Africa. Under a model where selection is inversely related to dominance, we show that OOA populations are likely to have a higher mutation load due to increased allele frequencies of nearly neutral variants that are recessive or partially recessive.",Jeffrey  Kidd,University of Michigan
10.1101/019976,10.1111/pce.12702,"Plant, Cell and Environment",bioRxiv,Expression of E. coli glycogen branching enzyme in an Arabidopsis mutant devoid of endogenous starch branching enzymes induces the synthesis of starch-like polyglucans,Laura Boyer;Xavier Roussel;Adeline Courseaux;Ofilia Mvundza Ndjindji;Christine Lancelon-Pin;Jean-Luc Putaux;Ian Tetlow;Michael Emes;Bruno Pontoire;Christophe D'Hulst;Fabrice Wattebled;,Plant Biology ,2015-05-29,2015-12-30,"Starch synthesis requires several enzymatic activities including branching enzymes (BEs) responsible for the formation of (1[-&gt;]6) linkages. Distribution and number of these linkages are further controlled by debranching enzymes (DBEs) that cleave some of them, rendering the polyglucan water-insoluble and semi-crystalline. Although the activity of BEs and DBEs is mandatory to sustain normal starch synthesis, the relative importance of each in the establishment of the plant storage polyglucan (i.e. water-insolubility, crystallinity, presence of amylose) is still debated. Here, we have substituted the activity of BEs in Arabidopsis with that of the Escherichia coli glycogen branching enzyme (GlgB). The latter is the BE counterpart in the metabolism of glycogen, a highly branched water-soluble and amorphous storage polyglucan. GlgB was expressed in the be2 be3 double mutant of Arabidopsis that is devoid of BE activity and consequently free of starch. The synthesis of a water-insoluble, partly crystalline, amylose-containing starch-like polyglucan was restored in GlgB-expressing plants, suggesting that BEs origin only have a limited impact on establishing essential characteristics of starch. Moreover, the balance between branching and debranching is crucial for the synthesis of starch, as an excess of branching activity results in the formation of highly branched, water-soluble, poorly crystalline polyglucan.",Fabrice  Wattebled,Universite de Lille
10.1101/025205,10.1534/g3.115.025106,G3: Genes|Genomes|Genetics,bioRxiv,A novel recombinant DNA system for high efficiency affinity purification of proteins in Saccharomyces cerevisiae,Brian H Carrick;Lixuan HaO;Philip J Smaldino;David R Engelke;,Molecular Biology ,2015-08-21,2015-12-29,"AbstractIsolation of endogenous proteins from Saccharomyces cerevisiae has been facilitated by inserting encoding polypeptide affinity tags at the C-termini of chromosomal open reading frames (ORFs) using homologous recombination of DNA fragments. The tagged protein isolation is limited by a number of factors, including high cost of affinity resins for bulk isolation and low concentration of ligands on the resin surface, leading to low isolation efficiencies and trapping of contaminants. To address this we have created a recombinant \""CelTag\"" DNA construct from which PCR fragments can be created to easily tag C-termini of S. cerevisiae ORFs using selection for a nat1 marker. The tag has a C-terminal cellulose binding module to be used in the first affinity step. Microgranular cellulose is very inexpensive and has an effectively continuous ligand on its surface, allowing rapid, highly efficient purification with minimal background in a single step. Cellulose-bound proteins are released by specific cleavage of an included site for TEV protease, giving nearly pure product. The tag can be lifted from the recombinant DNA construct either with or without a 13x myc epitope tag between the target ORF and the TEV protease site. Binding of CelTag protein fusions to cellulose is stable to high salt, nonionic detergents, and 1 M urea, allowing stringent washing conditions to remove loosely associated components, as needed, before specific elution. It is anticipated that this reagent will allow isolation of rare or unstable protein complexes from large quantities of yeast extract, including soluble, membrane-bound, or chromatin-associated assemblies.",David R Engelke,University of Michigan
10.1101/025338,10.1371/journal.pntd.0004252,PLOS Neglected Tropical Diseases,bioRxiv,Whole genome sequencing of field isolates reveals extensive genetic diversity in Plasmodium vivax from Colombia,David J Winter;Maria A Pacheco;Andres Felipe A Vallejo;Rachel S. Schwartz;Myriam Arevalo-Herrera;Socrates Herrera;Reed Cartwright;Ananias Escalante;,Genomics ,2015-08-23,2015-12-28,"Plasmodium vivax is the most prevalent malarial species in South America and exerts a substantial burden on the populations it affects. The control and eventual elimination of P. vivax are global health priorities. Genomic research contributes to this objective by improving our understanding of the biology of P. vivax and through the development of new genetic markers that can be used to monitor efforts to reduce malaria transmission.\n\nHere we analyze whole-genome data from eight field samples from a region in Cordoba, Colombia where malaria is endemic. We find considerable genetic diversity within this population, a result that contrasts with earlier studies suggesting that P. vivax had limited diversity in the Americas. We also identify a selective sweep around a substitution known to confer resistance to sulphadoxine-pyrimethamine (SP). This is the first observation of a selective sweep for SP resistance in this species. These results indicate that P. vivax has been exposed to SP pressure even when the drug is not in use as a first line treatment for patients afflicted by this parasite. We identify multiple non-synonymous substitutions in three other genes known to be involved with drug resistance in Plasmodium species. Finally, we found extensive microsatellite polymorphisms. Using this information we developed 18 polymorphic and easy to score microsatellite loci that can be used in epidemiological investigations in South America.\n\nAuthor SummaryAlthough P. vivax is not as deadly as the more widely studied P. falciparum, it remains a pressing global health problem. Here we report the results of a whole-genome study of P. vivax from Cordoba, Colombia, in South America. This parasite is the most prevalent in this region. We show that the parasite population is genetically diverse, which is contrary to expectations from earlier studies from the Americas. We also find molecular evidence that resistance to an anti-malarial drug has arisen recently in this region. This selective sweep indicates that the parasite has been exposed to a drug that is not used as first-line treatment for this malaria parasite. In addition to extensive single nucleotide and microsatellite polymorphism, we report 18 new genetic loci that might be helpful for fine-scale studies of this species in the Americas.",David J Winter,Arizona State University
10.1101/026625,10.1534/g3.115.024349,G3: Genes|Genomes|Genetics,bioRxiv,The effects of both recent and long-term selection and genetic drift are readily evident in North American barley breeding populations,Ana M Poets;Mohsen Mohammadi;Kiran Seth;Hongyun Wang;Thomas J.Y. Kono;Zhou Fang;Gary J Muehlbauer;Kevin P Smith;Peter L Morrell;,Genetics ,2015-09-11,2015-12-29,"Barley was introduced to North America [~]400 years ago but adaptation to modern production environments is more recent. Comparisons of allele frequencies among different growth habits and inflorescence types in North America indicate significant genetic differentiation has accumulated in a relatively short evolutionary time span. Allele frequency differentiation is greatest among barley with two-row versus six-row inflorescences, and then by spring versus winter growth habit. Large changes in allele frequency among breeding programs suggest a major contribution of genetic drift and linked selection on genetic variation. Despite this, comparisons of 3,613 modern North American cultivated breeding lines that differ for row type and growth habit permit the discovery of 183 SNP outliers putatively linked to targets of selection. For example, SNPs within the Cbf4, Ppd-H1, and Vrn-H1 loci which have previously been associated with agronomically-adaptive phenotypes, are identified as outliers. Analysis of extended haplotype-sharing identifies genomic regions shared within and among breeding programs, suggestive of a number of genomic regions subject to recent selection. Finally, we are able to identify recent bouts of gene flow between breeding programs that could point to the sharing of agronomically-adaptive variation. These results are supported by pedigrees and breeders understanding of germplasm sharing.",Peter L Morrell,University of Minnesota
10.1101/027995,10.1016/j.jtbi.2015.12.008,Journal of Theoretical Biology,bioRxiv,Modelling the role of immunity in reversion of viral antigenic sites,Carmen H. S. Chan;Lloyd P. Sanders;Mark M. Tanaka;,Evolutionary Biology ,2015-09-30,2015-12-23,"Antigenic sites in viral pathogens exhibit distinctive evolutionary dynamics due to their role in evading recognition by host immunity. Antigenic selection is known to drive higher rates of non-synonymous substitution; less well understood is why differences are observed between viruses in their propensity to mutate to a novel or previously encountered amino acid. Here, we present a model to explain patterns of antigenic reversion and forward substitution in terms of the epidemiological and molecular processes of the viral population. We develop an analytical three-strain model and extend the analysis to a multi-site model to predict characteristics of observed sequence samples. Our model provides insight into how the balance between selection to escape immunity and to maintain viability is affected by the rate of mutational input. We also show that while low probabilities of reversion may be due to either a low cost of immune escape or slowly decaying host immunity, these two scenarios can be differentiated by the frequency patterns at antigenic sites. Comparison between frequency patterns of human influenza A (H3N2) and human RSV-A suggests that the increased rates of antigenic reversion in RSV-A is due to faster decaying immunity and not higher costs of escape.",Carmen H. S. Chan,University of New South Wales
10.1101/028076,10.1371/journal.pcbi.1004636,PLOS Computational Biology,bioRxiv,Complete firing-rate response of neurons with complex intrinsic dynamics,Maximilian A Puelma Touzel;Fred Wolf;,Neuroscience ,2015-10-02,2015-12-31,"The response of a neuronal population over a space of inputs depends on the intrinsic properties of its constituent neurons. Two main modes of single neuron dynamics-integration and resonance-have been distinguished. While resonator cell types exist in a variety of brain areas, few models incorporate this feature and fewer have investigated its effects. To understand better how a resonators frequency preference emerges from its intrinsic dynamics and contributes to its local areas population firing rate dynamics, we analyze the dynamic gain of an analytically solvable two-degree of freedom neuron model. In the Fokker-Planck approach, the dynamic gain is intractable. The alternative Gauss-Rice approach lifts the resetting of the voltage after a spike. This allows us to derive a complete expression for the dynamic gain of a resonator neuron model in terms of a cascade of filters on the input. We find six distinct response types and use them to fully characterize the routes to resonance across all values of the relevant timescales. We find that resonance arises primarily due to slow adaptation with an intrinsic frequency acting to sharpen and adjust the location of the resonant peak. We determine the parameter regions for the existence of an intrinsic frequency and for subthreshold and spiking resonance, finding all possible intersections of the three. The expressions and analysis presented here provide an account of how intrinsic neuron dynamics shape dynamic population response properties and can facilitate the construction of an exact theory of correlations and stability of population activity in networks containing populations of resonator neurons.\n\nAuthor SummaryDynamic gain, the amount by which features at specific frequencies in the input to a neuron are amplified or attenuated in its output spiking, is fundamental for the encoding of information by neural populations. Most studies of dynamic gain have focused on neurons without intrinsic degrees of freedom exhibiting integrator-type subthreshold dynamics. Many neuron types in the brain, however, exhibit complex subthreshold dynamics such as resonance, found for instance in cortical interneurons, stellate cells, and mitral cells. A resonator neuron has at least two degrees of freedom for which the classical Fokker-Planck approach to calculating the dynamic gain is largely intractable. Here, we lift the voltage-reset rule after a spike, allowing us to derive for the first time a complete expression of the dynamic gain of a resonator neuron model. We find the gain can exhibit only six shapes. The resonant ones have peaks that become large due to intrinsic adaptation and become sharp due to an intrinsic frequency. A resonance can nevertheless result from either property. The analysis presented here helps explain how intrinsic neuron dynamics shape population-level response properties and provides a powerful tool for developing theories of inter-neuron correlations and dynamic responses of neural populations.",Maximilian A Puelma Touzel,"Max Planck Institute for Dynamics and SelfOrganization (MPIDS), Goettingen, Germany"
10.1101/028837,10.1534/genetics.115.183665,Genetics,bioRxiv,RAD Capture (Rapture): Flexible and efficient sequence-based genotyping.,Omar A Ali;Sean M O'Rourke;Stephen J Amish;Mariah H Meek;Gordon Luikart;Carson Jeffres;Michael R Miller;,Genetics ,2015-10-11,2015-12-29,"Massively parallel sequencing has revolutionized many areas of biology but sequencing large amounts of DNA in many individuals is cost-prohibitive and unnecessary for many studies. Genomic complexity reduction techniques such as sequence capture and restriction enzyme-based methods enable the analysis of many more individuals per unit cost. Despite their utility, current complexity reduction methods have limitations, especially when large numbers of individuals are analyzed. Here we develop a much improved restriction site associated DNA (RAD) sequencing protocol and a new combinatorial method called Rapture (RAD capture). The new RAD protocol improves versatility by separating RAD tag isolation and sequencing library preparation into two distinct steps. This protocol also recovers more unique (non-clonal) RAD fragments and produces better data for both standard RAD and Rapture analysis. Rapture then uses an in-solution capture of chosen RAD tags to target sequencing reads to desired loci. Rapture combines the benefits of both RAD and sequence capture, i.e. very inexpensive and rapid library preparation for many individuals as well as high specificity in the number and location of genomic loci analyzed. Our results demonstrate that Rapture is a rapid and flexible technology capable of analyzing a very large number of individuals with minimal sequencing and library preparation cost. The methods presented here should improve the efficiency of genetic analysis for many aspects of agricultural, environmental, and biomedical science.",Michael R Miller,"Department of Animal Science, University of California, Davis CA 95616, USA"
10.1101/028969,10.1016/j.meegid.2015.11.030,"Infection, Genetics and Evolution",bioRxiv,Phylogenomic Reconstruction Supports Supercontinent Origins for Leishmania,Kelly M Harkins;Rachel S Schwartz;Reed Cartwright;Anne Stone;,Evolutionary Biology ,2015-10-13,2015-12-18,"Leishmania, a genus of parasites transmitted to human hosts and mammalian/reptilian reservoirs by an insect vector, is the causative agent of the human disease complex leishmaniasis. The evolutionary relationships within the genus Leishmania and its origins are the source of ongoing debate, reflected in conflicting phylogenetic and biogeographic reconstructions. This study employs a recently described bioinformatics method, SISRS, to identify over 200,000 informative sites across the genome from newly sequenced and publicly available Leishmania data. This dataset is used to reconstruct the evolutionary relationships of this genus. Additionally, we constructed a large multi-gene dataset; we used this dataset to reconstruct the phylogeny and estimate divergence dates for species. We conclude that the genus Leishmania evolved at least 90-100 million years ago. Our results support the hypothesis that Leishmania clades separated prior to, and during, the breakup of Gondwana. Additionally, we confirm that reptile-infecting Leishmania are derived from mammalian forms, and that the species that infect porcupines and sloths form a clade long separated from other species. We also firmly place the guinea-pig infecting species, L. enrietti, the globally dispersed L. siamensis, and the newly identified Australia species from kangaroos as sibling species whose distribution arises from the ancient connection between Australia, Antarctica, and South America.",Kelly M Harkins,"University of California Santa Cruz, Arizona State University"
10.1101/029207,10.1371/journal.pgen.1005751,PLOS Genetics,bioRxiv,Dissecting the genetic basis of a complex cis-regulatory adaptation,Santiago Naranjo;Justin Smith;Carlo Artieri;Mian Zhang;Yiqi Zhou;Michael Palmer;Hunter Fraser;,Evolutionary Biology ,2015-10-15,2015-12-29,"Although single genes underlying several evolutionary adaptations have been identified, the genetic basis of complex, polygenic adaptations has been far more challenging to pinpoint. Here we report that the budding yeast Saccharomyces paradoxus has recently evolved resistance to citrinin, a naturally occurring mycotoxin. Applying a genome-wide test for selection on cis-regulation, we identified five genes involved in the citrinin response that are constitutively up-regulated in S. paradoxus. Four of these genes are necessary for resistance, and are also sufficient to increase the resistance of a sensitive strain when over-expressed. Moreover, cis-regulatory divergence in the promoters of these genes contributes to resistance, while exacting a cost in the absence of citrinin. Our results demonstrate how the subtle effects of individual regulatory elements can be combined, via natural selection, into a complex adaptation. Our approach can be applied to dissect the genetic basis of polygenic adaptations in a wide range of species.\n\nAuthor SummaryAdaptation via natural selection has been a subject of great interest for well over a century, yet we still have little understanding of its molecular basis. What are the genetic changes that are actually being selected? While single genes underlying several adaptations have been identified, the genetic basis of complex, polygenic adaptations has been far more challenging to pinpoint. The complex trait that we study here is the resistance of Saccharomyces yeast to a mycotoxin called citrinin, which is produced by many other species of fungi, and is a common food contaminant for both humans and livestock. We found that sequence changes in the promoters of at least three genes have contributed to citrinin resistance, by up-regulating their transcription even in the absence of citrinin. Higher expression of these genes confers a fitness advantage in the presence of citrinin, while exacting a cost in its absence-- a fitness tradeoff. Our results provide a detailed view of a complex adaptation, and our approach can be applied to polygenic adaptations in a wide range of species.",Hunter  Fraser,Stanford
10.1101/021303,10.1093/sysbio/syv121,Systematic Biology,bioRxiv,Machine Learning Biogeographic Processes from Biotic Patterns: A New Trait-Dependent Dispersal and Diversification Model with Model-Choice By Simulation-Trained Discriminant Analysis,Jeet Sukumaran;Evan P. Economo;L. Lacey Knowles;,Evolutionary Biology ,2015-06-22,2015-12-28,"Current statistical biogeographical analysis methods are limited in the ways ecology can be related to the processes of diversification and geographical range evolution, requiring conflation of geography and ecology, and/or assuming ecologies that are uniform across all lineages and invariant in time. This precludes the possibility of studying a broad class of macro-evolutionary biogeographical theories that relate geographical and species histories through iineage-specific ecological and evolutionary dynamics, such as taxon cycle theory. Here we present a new model that generates phylogenies under a complex of superpositioned geographical range evolution, trait evolution, and diversification processes that can communicate with each other. This means that, under our model, the diversification and transition of the states of a lineage through geographical space is separate from, yet is conditional on, the state of the lineage in trait space (or vice versa). We present a likelihood-free method of inference under our model using discriminant analysis of principal components of summary statistics calculated on phylogenies, with the discriminant functions trained on data generated by simulations under our model. This approach of model classification is shown to be efficient, robust, and performant over a broad range of parameter space defined by the relative rates of dispersal, trait evolution, and diversification processes. We apply our method to a case study of the taxon cycle, i.e. testing for habitat and trophic-level constraints in the dispersal regimes of the Wallacean avifaunal radiation.",Jeet  Sukumaran,"University of Michigan, Ann Arbor"
10.1101/021923,10.1073/pnas.1512977112,Proceedings of the National Academy of Sciences,bioRxiv,Fluctuating fitness shapes the clone size distribution of immune repertoires,Jonathan Desponds;Thierry Mora;Aleksandra Walczak;,Immunology ,2015-07-05,2015-12-28,"The adaptive immune system relies on the diversity of receptors expressed on the surface of B and T-cells to protect the organism from a vast amount of pathogenic threats. The proliferation and degradation dynamics of different cell types (B cells, T cells, naive, memory) is governed by a variety of antigenic and environmental signals, yet the observed clone sizes follow a universal power law distribution. Guided by this reproducibility we propose effective models of somatic evolution where cell fate depends on an effective fitness. This fitness is determined by growth factors acting either on clones of cells with the same receptor responding to specific antigens, or directly on single cells with no regards for clones. We identify fluctuations in the fitness acting specifically on clones as the essential ingredient leading to the observed distributions. Combining our models with experiments we characterize the scale of fluctuations in antigenic environments and we provide tools to identify the relevant growth signals in different tissues and organisms. Our results generalize to any evolving population in a fluctuating environment.",Thierry  Mora,Ecole normale supérieure
10.1101/022301,10.1093/bioinformatics/btv722,Bioinformatics,bioRxiv,Fast and efficient QTL mapper for thousands of molecular phenotypes,Halit Ongen;Alfonso Buil;Andrew Brown;Emmanouil Dermitzakis;Olivier Delaneau;,Bioinformatics ,2015-08-07,2015-12-26,"MotivationIn order to discover quantitative trait loci (QTLs), multi-dimensional genomic data sets combining DNA-seq and ChiP-/RNA-seq require methods that rapidly correlate tens of thousands of molecular phenotypes with millions of genetic variants while appropriately controlling for multiple testing.\n\nResultsWe have developed FastQTL, a method that implements a popular cis-QTL mapping strategy in a user- and cluster-friendly tool. FastQTL also proposes an efficient permutation procedure to control for multiple testing. The outcome of permutations is modeled using beta distributions trained from a few permutations and from which adjusted p-values can be estimated at any level of significance with little computational cost. The Geuvadis & GTEx pilot data sets can be now easily analyzed an order of magnitude faster than previous approaches.\n\nAvailabilitySource code, binaries and comprehensive documentation of FastQTL are freely available to download at http://fastqtl.sourceforge.net/.\n\nContactolivier.delaneau@unige.ch",Olivier  Delaneau,University of Geneva
10.1101/022731,10.1186/s12864-015-2313-7,BMC Genomics,bioRxiv,What’s in your next-generation sequence data? An exploration of unmapped DNA and RNA sequence reads from the bovine reference individual,Lynsey K. Whitacre;Polyana C. Tizioto;JaeWoo Kim;Tad S. Sonstegard;Steven G. Schroeder;Leeson J. Alexander;Juan F. Medrano;Robert D. Schnabel;Jeremy F. Taylor;Jared E. Decker;,Genomics ,2015-07-17,2015-12-29,"Next-generation sequencing projects commonly commence by aligning reads to a reference genome assembly. While improvements in alignment algorithms and computational hardware have greatly enhanced the efficiency and accuracy of alignments, a significant percentage of reads often remain unmapped. We generated de novo assemblies of unmapped reads from the DNA and RNA sequencing of the Bos taurus reference individual and identified the closest matching sequence to each contig by alignment to the NCBI non-redundant nucleotide database using BLAST. As expected, many of these contigs represent vertebrate sequence that is absent, incomplete, or misassembled in the UMD3.1 reference assembly. However, numerous additional contigs represent invertebrate species. Most prominent were several species of Spirurid nematodes and a blood-borne parasite, Babesia bigemina. These species are not known to infect taurine cattle and the reference animal appears to have been host to unsequenced sister species. We demonstrate the importance of exploring unmapped reads to ascertain sequences that are either absent or misassembled in the reference assembly and for detecting sequences indicative of infectious or symbiotic organisms.",Jared E. Decker,University of Missouri
10.1101/022962,10.1016/j.celrep.2015.11.051,Cell Reports,bioRxiv,Nanoscale architecture of the axon initial segment reveals an organized and robust scaffold,Christophe Leterrier;Jean Potier;Ghislaine Caillol;Claire Debarnot;Fanny Rueda Boroni;Bénédicte Dargent;,Neuroscience ,2015-07-21,2015-12-29,"The Axon Initial Segment [AIS], located within the first 30 m of the axon, has two essential roles in generating action potentials and maintaining axonal identity. AIS assembly depends on a {beta}IV-spectrin / ankyrin G scaffold, but its macromolecular arrangement is not well understood. Here we quantitatively determined the AIS nanoscale architecture using STo-chastic Optical Reconstruction Microscopy [STORM]. First we directly demonstrate that the 190-nm periodicity of the AIS submembrane lattice results from longitudinal, head-to-head {beta}IV-spectrin molecules connecting actin rings. Using multicolor 3D-STORM, we resolve the nanoscale organization of ankyrin G: its aminoterminus associates with the submembrane lattice, whereas the carboxyterminus radially extends (~32 nm on average) toward the cytosol. This AIS nano-architecture is highly resistant to cytoskeletal perturbations, advocating its role in structural stabilization. Our findings provide a comprehensive view of the AIS molecular architecture, and will help understanding the crucial physiological functions of this compartment.",Christophe  Leterrier,"Aix Marseille Université, CNRS, CRN2M UMR7286, 13344 cedex 15, Marseille, France"
10.1101/023184,10.1371/journal.pcbi.1004679,PLOS Computational Biology,bioRxiv,Capabilities and Limitations of Tissue Size Control Through Passive Mechanical Forces,Jochen Kursawe;Pavel A. Brodskiy;Jeremiah J. Zartman;Ruth E. Baker;Alexander George Fletcher;,Developmental Biology ,2015-07-24,2015-12-29,"Embryogenesis is an extraordinarily robust process, exhibiting the ability to control tissue size and repair patterning defects in the face of environmental and genetic perturbations. The size and shape of a developing tissue is a function of the number and size of its constituent cells as well as their geometric packing. How these cellular properties are coordinated at the tissue level to ensure developmental robustness remains a mystery; understanding this process requires studying multiple concurrent processes that make up morphogenesis, including the spatial patterning of cell fates and apoptosis, as well as cell intercalations. In this work, we develop a computational model that aims to understand aspects of the robust pattern repair mechanisms of the Drosophila embryonic epidermal tissues. Size control in this system has previously been shown to rely on the regulation of apoptosis rather than proliferation; however, to date little work has been done to understand the role of cellular mechanics in this process. We employ a vertex model of an embryonic segment to test hypotheses about the emergence of this size control. Comparing the model to previously published data across wild type and genetic perturbations, we show that passive mechanical forces suffice to explain the observed size control in the posterior (P) compartment of a segment. However, observed asymmetries in cell death frequencies across the segment are demonstrated to require patterning of cellular properties in the model. Finally, we show that distinct forms of mechanical regulation in the model may be distinguished by differences in cell shapes in the P compartment, as quantified through experimentally accessible summary statistics, as well as by the tissue recoil after laser ablation experiments.\n\nAuthor SummaryDeveloping embryos are able to grow organs of the correct size even in the face of significant external perturbations. Such robust size control is achieved via tissue-level coordination of cell growth, proliferation, death and rearrangement, through mechanisms that are not well understood. Here, we employ computational modelling to test hypotheses of size control in the developing fruit fly. Segments in the surface tissues of the fruit fly embryo have been shown to achieve the same size even if the number of cells in each segment is perturbed genetically. We show that simple mechanical interactions between the cells of this tissue can recapitulate previously gathered data on tissue sizes and cell numbers. However, this simple model does not capture the experimentally observed spatial variation in cell death rates in this tissue, which may be explained through several adaptations to the model. These distinct adaptations may be distinguished through summary statistics of the tissue behaviour, such as statistics of cell shapes or tissue recoil after cutting. This work demonstrates how computational modelling can help investigate the complex mechanical interactions underlying tissue size and shape, which are important for understanding the underlying causes of birth defects and diseases driven by uncontrolled growth.",Alexander George Fletcher,University of Sheffield
10.1101/023408,10.1186/s13059-015-0849-0,Genome Biology,bioRxiv,Circlator: automated circularization of genome assemblies using long sequencing reads,Martin Hunt;Nishadi De Silva;Thomas D Otto;Julian Parkhill;Jacqueline A Keane;Simon R Harris;,Bioinformatics ,2015-07-28,2015-12-29,"The assembly of DNA sequence data into finished genomes is undergoing a renais-sance thanks to emerging technologies producing reads of tens of kilobases. Assembling complete bacterial and small eukaryotic genomes is now possible, but the final step of circularizing sequences remains unsolved. Here we present Circlator, the first tool to automate assembly circularization and produce accurate linear rep-resentations of circular sequences. Using Pacific Biosciences and Oxford Nanopore data, Circlator correctly circularized 26 of 27 circularizable sequences, comprising 11 chromosomes and 12 plasmids from bacteria, the apicoplast and mitochondrion of Plasmodium falciparum and a human mitochondrion. Circlator is available at http://sanger-pathogens.github.io/circlator/.",Martin  Hunt,Wellcome Trust Sanger Institute
10.1101/023531,10.1371/journal.pcbi.1004684,PLOS Computational Biology,bioRxiv,Formation and maintenance of robust long-term information storage in the presence of synaptic turnover,Michael Fauth;Florentin Wörgötter;Christian Tetzlaff;,Neuroscience ,2015-07-31,2015-12-29,"A long-standing problem is how memories can be stored for very long times despite the volatility of the underlying neural substrate, most notably the high turnover of dendritic spines and synapses. To address this problem, here we are using a generic and simple probabilistic model for the creation and removal of synapses. We show that information can be stored for several months when utilizing the intrinsic dynamics of multi-synapse connections. In such systems, single synapses can still show high turnover, which enables fast learning of new information, but this will not perturb prior stored information (slow forgetting), which is represented by the compound state of the connections. The model matches the time course of recent experimental spine data during learning and memory in mice supporting the assumption of multi-synapse connections as the basis for long-term storage.\n\nAuthor SummaryIt is widely believed that information is stored in the connectivity, i.e. the synapses of neural networks. Yet, the morphological correlates of excitatory synapses, the dendritic spines, have been found to undergo a remarkable turnover on daily basis. This poses the question, how information can be retained on such a variable substrate.\n\nIn this study, using connections with multiple synapses, we show that connections which follow the experimentally measured bimodal distribution in the number of synapses can store information orders of magnitude longer than the lifetime of a single synapse. This is a consequence of the underlying bistable collective dynamic of multiple synapses: Single synapses can appear and disappear without disturbing the memory as a whole.\n\nFurthermore, increasing or decreasing neural activity changes the distribution of the number of synapses of multi-synaptic connections such that only one of the peaks remains. This leads to a desirable property: information about these altered activities can be stored much faster than it is forgotten. Remarkably, the resulting model dynamics match recent experimental data investigating the long-term effect of learning on the dynamics of dendritic spines.",Michael  Fauth,"University Göttingen, Bernstein Center for Computational Neuroscience"
